FileName,Marks
380.c,10.00
733.c,10.00
367.c,10.00
223.c,10.00
248.c,10.00
494.c,10.00
758.c,10.00
412.c,10.00
479.c,10.00
752.c,10.00
306.c,10.00
242.c,10.00
229.c,10.00
739.c,10.00
329.c,10.00
206.c,10.00
342.c,10.00
716.c,10.00
456.c,10.00
348.c,10.00
267.c,10.00
323.c,10.00
777.c,10.00
280.c,10.00
790.c,10.00
437.c,10.00
263.c,10.00
327.c,10.00
773.c,10.00
718.c,10.00
208.c,10.00
433.c,10.00
284.c,10.00
458.c,10.00
794.c,10.00
202.c,10.00
346.c,10.00
712.c,10.00
779.c,10.00
269.c,10.00
452.c,10.00
439.c,10.00
416.c,10.00
369.c,10.00
756.c,10.00
302.c,10.00
246.c,10.00
384.c,10.00
477.c,10.00
308.c,10.00
490.c,10.00
737.c,10.00
363.c,10.00
227.c,10.00
405.c,10.00
311.c,10.00
255.c,10.00
745.c,10.00
489.c,10.00
464.c,10.00
397.c,10.00
370.c,10.00
234.c,10.00
724.c,10.00
483.c,10.00
760.c,10.00
270.c,10.00
334.c,10.00
787.c,10.00
297.c,10.00
420.c,10.00
701.c,10.00
211.c,10.00
355.c,10.00
441.c,10.00
705.c,10.00
215.c,10.00
351.c,10.00
299.c,10.00
789.c,10.00
445.c,10.00
764.c,10.00
274.c,10.00
330.c,10.00
424.c,10.00
783.c,10.00
293.c,10.00
393.c,10.00
460.c,10.00
487.c,10.00
374.c,10.00
230.c,10.00
720.c,10.00
401.c,10.00
399.c,10.00
315.c,10.00
251.c,10.00
741.c,10.00
715.c,10.00
341.c,10.00
205.c,10.00
289.c,10.00
799.c,10.00
455.c,10.00
774.c,10.00
320.c,10.00
264.c,10.00
434.c,10.00
793.c,10.00
283.c,10.00
383.c,10.00
470.c,10.00
800.c,10.00
497.c,10.00
220.c,10.00
364.c,10.00
730.c,10.00
411.c,10.00
389.c,10.00
241.c,10.00
305.c,10.00
751.c,10.00
415.c,10.00
245.c,10.00
301.c,10.00
755.c,10.00
499.c,10.00
474.c,10.00
387.c,10.00
224.c,10.00
360.c,10.00
734.c,10.00
493.c,10.00
770.c,10.00
324.c,10.00
260.c,10.00
797.c,10.00
287.c,10.00
430.c,10.00
711.c,10.00
345.c,10.00
201.c,10.00
451.c,10.00
951.c,07.50
192.c,07.50
661.c,07.50
521.c,07.50
46.c,07.50
175.c,07.50
930.c,07.50
198.c,07.50
600.c,07.50
540.c,07.50
114.c,07.50
27.c,07.50
63.c,07.50
150.c,07.50
993.c,07.50
504.c,07.50
644.c,07.50
588.c,07.50
84.c,07.50
974.c,07.50
131.c,07.50
565.c,07.50
999.c,07.50
69.c,07.50
625.c,07.50
582.c,07.50
915.c,07.50
135.c,07.50
561.c,07.50
911.c,07.50
586.c,07.50
621.c,07.50
67.c,07.50
154.c,07.50
997.c,07.50
80.c,07.50
970.c,07.50
640.c,07.50
604.c,07.50
934.c,07.50
544.c,07.50
110.c,07.50
23.c,07.50
48.c,07.50
665.c,07.50
955.c,07.50
196.c,07.50
525.c,07.50
42.c,07.50
171.c,07.50
29.c,07.50
16.c,07.50
125.c,07.50
571.c,07.50
3.c,07.50
901.c,07.50
596.c,07.50
631.c,07.50
144.c,07.50
77.c,07.50
510.c,07.50
987.c,07.50
90.c,07.50
960.c,07.50
650.c,07.50
9.c,07.50
614.c,07.50
924.c,07.50
554.c,07.50
33.c,07.50
100.c,07.50
58.c,07.50
675.c,07.50
945.c,07.50
186.c,07.50
535.c,07.50
161.c,07.50
52.c,07.50
39.c,07.50
941.c,07.50
182.c,07.50
671.c,07.50
531.c,07.50
165.c,07.50
56.c,07.50
920.c,07.50
188.c,07.50
610.c,07.50
550.c,07.50
37.c,07.50
104.c,07.50
140.c,07.50
73.c,07.50
983.c,07.50
514.c,07.50
18.c,07.50
654.c,07.50
598.c,07.50
200.c,07.50
94.c,07.50
964.c,07.50
12.c,07.50
121.c,07.50
575.c,07.50
989.c,07.50
79.c,07.50
635.c,07.50
7.c,07.50
592.c,07.50
905.c,07.50
138.c,07.50
507.c,07.50
990.c,07.50
153.c,07.50
60.c,07.50
977.c,07.50
87.c,07.50
647.c,07.50
159.c,07.50
566.c,07.50
132.c,07.50
916.c,07.50
581.c,07.50
626.c,07.50
662.c,07.50
939.c,07.50
191.c,07.50
609.c,07.50
952.c,07.50
176.c,07.50
45.c,07.50
522.c,07.50
549.c,07.50
958.c,07.50
603.c,07.50
933.c,07.50
668.c,07.50
24.c,07.50
117.c,07.50
543.c,07.50
528.c,07.50
937.c,07.50
607.c,07.50
178.c,07.50
20.c,07.50
113.c,07.50
547.c,07.50
195.c,07.50
956.c,07.50
666.c,07.50
119.c,07.50
172.c,07.50
41.c,07.50
526.c,07.50
562.c,07.50
136.c,07.50
509.c,07.50
89.c,07.50
979.c,07.50
622.c,07.50
585.c,07.50
912.c,07.50
649.c,07.50
994.c,07.50
503.c,07.50
157.c,07.50
64.c,07.50
568.c,07.50
643.c,07.50
918.c,07.50
628.c,07.50
973.c,07.50
83.c,07.50
927.c,07.50
617.c,07.50
168.c,07.50
103.c,07.50
30.c,07.50
557.c,07.50
185.c,07.50
946.c,07.50
676.c,07.50
109.c,07.50
51.c,07.50
162.c,07.50
536.c,07.50
572.c,07.50
126.c,07.50
15.c,07.50
519.c,07.50
99.c,07.50
632.c,07.50
969.c,07.50
595.c,07.50
659.c,07.50
902.c,07.50
984.c,07.50
513.c,07.50
74.c,07.50
147.c,07.50
578.c,07.50
908.c,07.50
653.c,07.50
963.c,07.50
638.c,07.50
93.c,07.50
128.c,07.50
517.c,07.50
980.c,07.50
70.c,07.50
143.c,07.50
967.c,07.50
97.c,07.50
657.c,07.50
149.c,07.50
576.c,07.50
122.c,07.50
11.c,07.50
906.c,07.50
591.c,07.50
4.c,07.50
636.c,07.50
929.c,07.50
672.c,07.50
181.c,07.50
942.c,07.50
619.c,07.50
55.c,07.50
166.c,07.50
532.c,07.50
559.c,07.50
613.c,07.50
948.c,07.50
678.c,07.50
923.c,07.50
107.c,07.50
34.c,07.50
553.c,07.50
538.c,07.50
627.c,07.50
580.c,07.50
917.c,07.50
567.c,07.50
133.c,07.50
158.c,07.50
646.c,07.50
976.c,07.50
86.c,07.50
991.c,07.50
506.c,07.50
61.c,07.50
152.c,07.50
139.c,07.50
529.c,07.50
116.c,07.50
25.c,07.50
542.c,07.50
669.c,07.50
932.c,07.50
602.c,07.50
959.c,07.50
548.c,07.50
44.c,07.50
177.c,07.50
523.c,07.50
190.c,07.50
953.c,07.50
608.c,07.50
938.c,07.50
663.c,07.50
40.c,07.50
173.c,07.50
527.c,07.50
680.c,07.50
118.c,07.50
667.c,07.50
194.c,07.50
957.c,07.50
112.c,07.50
21.c,07.50
546.c,07.50
179.c,07.50
606.c,07.50
936.c,07.50
972.c,07.50
629.c,07.50
82.c,07.50
919.c,07.50
642.c,07.50
569.c,07.50
502.c,07.50
995.c,07.50
65.c,07.50
156.c,07.50
648.c,07.50
913.c,07.50
584.c,07.50
88.c,07.50
623.c,07.50
978.c,07.50
508.c,07.50
563.c,07.50
137.c,07.50
163.c,07.50
50.c,07.50
537.c,07.50
108.c,07.50
677.c,07.50
184.c,07.50
947.c,07.50
31.c,07.50
102.c,07.50
556.c,07.50
1000.c,07.50
169.c,07.50
616.c,07.50
926.c,07.50
639.c,07.50
962.c,07.50
92.c,07.50
652.c,07.50
909.c,07.50
579.c,07.50
512.c,07.50
985.c,07.50
146.c,07.50
75.c,07.50
903.c,07.50
658.c,07.50
594.c,07.50
1.c,07.50
98.c,07.50
968.c,07.50
633.c,07.50
518.c,07.50
573.c,07.50
14.c,07.50
127.c,07.50
637.c,07.50
590.c,07.50
907.c,07.50
5.c,07.50
577.c,07.50
10.c,07.50
123.c,07.50
148.c,07.50
656.c,07.50
966.c,07.50
96.c,07.50
981.c,07.50
516.c,07.50
142.c,07.50
71.c,07.50
129.c,07.50
539.c,07.50
35.c,07.50
106.c,07.50
552.c,07.50
922.c,07.50
679.c,07.50
949.c,07.50
612.c,07.50
558.c,07.50
167.c,07.50
54.c,07.50
533.c,07.50
180.c,07.50
618.c,07.50
943.c,07.50
673.c,07.50
928.c,07.50
541.c,07.50
26.c,07.50
115.c,07.50
199.c,07.50
601.c,07.50
931.c,07.50
520.c,07.50
174.c,07.50
47.c,07.50
660.c,07.50
950.c,07.50
193.c,07.50
914.c,07.50
583.c,07.50
624.c,07.50
998.c,07.50
68.c,07.50
130.c,07.50
564.c,07.50
85.c,07.50
975.c,07.50
589.c,07.50
645.c,07.50
151.c,07.50
62.c,07.50
505.c,07.50
992.c,07.50
641.c,07.50
81.c,07.50
971.c,07.50
155.c,07.50
66.c,07.50
996.c,07.50
501.c,07.50
620.c,07.50
587.c,07.50
910.c,07.50
134.c,07.50
560.c,07.50
28.c,07.50
524.c,07.50
170.c,07.50
43.c,07.50
954.c,07.50
197.c,07.50
664.c,07.50
49.c,07.50
545.c,07.50
22.c,07.50
111.c,07.50
935.c,07.50
605.c,07.50
651.c,07.50
8.c,07.50
91.c,07.50
961.c,07.50
76.c,07.50
145.c,07.50
986.c,07.50
511.c,07.50
630.c,07.50
2.c,07.50
597.c,07.50
124.c,07.50
17.c,07.50
570.c,07.50
38.c,07.50
534.c,07.50
53.c,07.50
160.c,07.50
944.c,07.50
187.c,07.50
674.c,07.50
59.c,07.50
555.c,07.50
101.c,07.50
32.c,07.50
925.c,07.50
615.c,07.50
551.c,07.50
105.c,07.50
36.c,07.50
189.c,07.50
611.c,07.50
921.c,07.50
530.c,07.50
57.c,07.50
164.c,07.50
670.c,07.50
940.c,07.50
183.c,07.50
6.c,07.50
904.c,07.50
593.c,07.50
634.c,07.50
988.c,07.50
78.c,07.50
120.c,07.50
13.c,07.50
574.c,07.50
95.c,07.50
965.c,07.50
599.c,07.50
655.c,07.50
19.c,07.50
72.c,07.50
141.c,07.50
515.c,07.50
982.c,07.50
815.c,02.50
899.c,02.50
874.c,02.50
893.c,02.50
830.c,02.50
851.c,02.50
855.c,02.50
834.c,02.50
870.c,02.50
897.c,02.50
845.c,02.50
824.c,02.50
860.c,02.50
887.c,02.50
889.c,02.50
864.c,02.50
883.c,02.50
820.c,02.50
841.c,02.50
833.c,02.50
858.c,02.50
852.c,02.50
839.c,02.50
816.c,02.50
877.c,02.50
890.c,02.50
873.c,02.50
818.c,02.50
894.c,02.50
879.c,02.50
856.c,02.50
837.c,02.50
863.c,02.50
884.c,02.50
869.c,02.50
846.c,02.50
827.c,02.50
823.c,02.50
848.c,02.50
842.c,02.50
829.c,02.50
867.c,02.50
880.c,02.50
838.c,02.50
853.c,02.50
859.c,02.50
832.c,02.50
891.c,02.50
876.c,02.50
817.c,02.50
878.c,02.50
813.c,02.50
895.c,02.50
819.c,02.50
872.c,02.50
836.c,02.50
857.c,02.50
868.c,02.50
885.c,02.50
862.c,02.50
826.c,02.50
847.c,02.50
828.c,02.50
843.c,02.50
849.c,02.50
822.c,02.50
881.c,02.50
866.c,02.50
892.c,02.50
875.c,02.50
898.c,02.50
814.c,02.50
850.c,02.50
831.c,02.50
835.c,02.50
854.c,02.50
896.c,02.50
871.c,02.50
825.c,02.50
844.c,02.50
900.c,02.50
886.c,02.50
861.c,02.50
882.c,02.50
865.c,02.50
888.c,02.50
840.c,02.50
821.c,02.50
